0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7
0,0.99967,0.99967,0.99967,0.99967,0.99967,2.0002,2.0002,2.0002,2.0002,2.0002,2.9998,2.9998,2.9998,2.9998,2.9998,4.0003,4.0003,4.0003,4.0003,4.0003,5,5,5,5,5,5.9997,5.9997,5.9997,5.9997,5.9997,7.0002,7.0002,7.0002,7.0002,7.0002
0.1,0.99967,0.99967,0.99967,0.99967,0.99967,2.0002,2.0002,2.0002,2.0002,2.0002,2.9998,2.9998,2.9998,2.9998,2.9998,4.0003,4.0003,4.0003,4.0003,4.0003,5,5,5,5,5,5.9997,5.9997,5.9997,5.9997,5.9997,7.0002,7.0002,7.0002,7.0002,7.0002
0.2,0.99967,0.99967,0.99967,0.99967,0.99967,2.0002,2.0002,2.0002,2.0002,2.0002,2.9998,2.9998,2.9998,2.9998,2.9998,4.0003,4.0003,3.9987,4.0003,4.0003,5,5,5,5,5,5.9997,5.9997,5.998,5.9997,5.9997,6.9977,7.0002,6.9985,7.0002,7.0002
0.3,0.99967,0.99801,0.99967,0.99967,0.99967,2.0002,2.0002,2.0002,2.0002,2.0002,2.9998,2.9998,2.9965,2.9998,2.9973,3.9987,4.0003,4.0003,4.0003,4.0003,5,4.9983,4.9983,5,5,5.9997,5.9997,5.9972,5.9997,5.9997,6.996,6.9985,6.9985,7.0002,6.9985
0.4,0.99967,0.99801,0.99967,0.99967,0.99967,2.0002,2.0002,2.0002,2.0002,2.0002,2.9982,2.9998,2.9957,2.9998,2.9982,3.9987,4.0003,4.0003,4.0003,4.0003,5,4.9975,4.9983,4.9983,5,5.9972,5.9997,5.9963,5.9997,5.998,6.9944,6.9968,6.9935,6.9977,6.9935
0.5,0.99967,0.99801,0.99967,0.99967,0.99967,2.0002,2.0002,2.0002,2.0002,2.0002,2.9957,2.9998,2.9973,2.9982,2.9998,3.9978,3.997,4.0003,3.9987,4.0003,4.9983,4.9942,4.9958,4.9917,5,5.9972,5.9997,5.9963,5.9997,5.9914,6.9952,6.9935,6.9885,6.9894,6.9894
0.6,0.99967,0.99801,0.99967,0.99967,0.99967,2.0002,2.0002,1.9985,2.0002,1.9985,2.9957,2.9998,2.9982,2.9982,2.9982,3.9945,3.9987,4.0003,3.9978,3.9987,4.9983,4.9842,4.9934,4.99,5,5.993,5.9972,5.9955,5.9997,5.9897,6.9927,6.9836,6.9761,6.9777,6.9819
0.7,0.99967,0.99967,0.99967,0.99967,0.99967,2.0002,2.0002,1.9985,2.0002,1.9968,2.9957,2.9998,2.9982,2.9982,2.9982,3.9912,3.9945,3.9987,3.997,3.9978,4.9983,4.9784,4.9917,4.9817,4.9975,5.9922,5.998,5.9889,5.998,5.988,6.9819,6.9711,6.9653,6.9661,6.957
0.8,0.99967,0.99967,0.99967,0.99967,0.99801,1.9985,1.9985,2.0002,1.9977,1.9944,2.9957,2.9998,2.994,2.9965,2.9932,3.9862,3.9854,3.9954,3.9937,3.997,4.9967,4.9743,4.9867,4.9792,4.9925,5.9822,5.9905,5.9698,5.9963,5.9839,6.9703,6.9503,6.9462,6.9487,6.9271
0.9,0.99967,0.99967,0.99967,0.99967,0.99635,1.9968,1.996,2.0002,1.9977,1.996,2.9899,2.9998,2.9874,2.9949,2.9874,3.9812,3.9754,3.992,3.9879,3.9929,4.99,4.9651,4.9851,4.9684,4.9842,5.9723,5.9806,5.9523,5.9814,5.9731,6.9412,6.9321,6.9188,6.9229,6.8989
1,0.99967,0.99967,0.99967,0.99801,0.99801,1.9944,1.9935,1.9985,1.9985,1.9952,2.9857,2.9965,2.9857,2.9924,2.9841,3.9763,3.9663,3.9879,3.987,3.992,4.9842,4.9502,4.9743,4.9485,4.9768,5.9598,5.9681,5.9357,5.9648,5.9548,6.9047,6.8955,6.8823,6.8906,6.8632
1.1,0.99967,0.99967,0.99967,0.99801,0.99801,1.9968,1.9902,1.9927,1.9985,1.9919,2.9807,2.9899,2.9849,2.9882,2.9791,3.9613,3.958,3.9804,3.9779,3.9937,4.9635,4.922,4.9635,4.9294,4.9668,5.9382,5.9357,5.8975,5.9382,5.9324,6.8549,6.8424,6.8225,6.8432,6.8092
1.2,0.99967,0.99967,0.99967,0.99801,0.99718,1.9968,1.9894,1.9877,1.9927,1.9919,2.9824,2.9824,2.9774,2.989,2.9716,3.948,3.9447,3.9787,3.9688,3.9912,4.9394,4.8995,4.9419,4.9012,4.9352,5.9034,5.9083,5.8427,5.91,5.8967,6.8084,6.7619,6.7561,6.7627,6.761
1.3,0.99967,0.99967,0.99967,0.99967,0.99718,1.9927,1.9827,1.9836,1.9919,1.9919,2.9749,2.9716,2.9691,2.9832,2.965,3.9239,3.9356,3.9696,3.9605,3.9787,4.9078,4.8788,4.9062,4.8738,4.912,5.8569,5.866,5.7855,5.8701,5.8452,6.7461,6.6822,6.6581,6.6938,6.6764
1.4,0.99967,0.99967,0.99967,0.99801,0.99718,1.9919,1.9802,1.9786,1.9861,1.9885,2.9666,2.9633,2.9616,2.9766,2.9558,3.9123,3.9132,3.9588,3.9489,3.9663,4.8763,4.8481,4.858,4.8323,4.8755,5.7938,5.8236,5.7074,5.8253,5.7929,6.6299,6.5726,6.5684,6.5701,6.5634
1.5,0.99967,0.99967,0.99801,0.99552,0.99469,1.9902,1.9777,1.9777,1.9811,1.9885,2.9558,2.9525,2.9591,2.9691,2.9475,3.8816,3.8882,3.9406,3.9372,3.9497,4.8406,4.7966,4.8107,4.7974,4.8306,5.7381,5.7722,5.6244,5.7664,5.7041,6.492,6.4464,6.453,6.4572,6.4181
1.6,0.99967,0.99967,0.99801,0.99967,0.99386,1.9885,1.9753,1.9719,1.9761,1.9861,2.9401,2.9434,2.95,2.9567,2.9334,3.8517,3.87,3.9065,3.9181,3.9248,4.7883,4.7302,4.7567,4.7551,4.7858,5.6476,5.7033,5.5231,5.67,5.6327,6.3509,6.3102,6.3193,6.3285,6.2861
1.7,0.99967,0.99967,0.99552,0.99967,0.99469,1.9836,1.9728,1.9661,1.9744,1.9869,2.9127,2.9351,2.9251,2.9425,2.9068,3.8202,3.8451,3.8858,3.8974,3.8882,4.7235,4.638,4.6803,4.7028,4.7476,5.5663,5.6144,5.4093,5.5779,5.5206,6.1989,6.1408,6.1466,6.1798,6.1284
1.8,0.99967,0.99801,0.99053,0.99967,0.99136,1.9744,1.9694,1.9636,1.9628,1.9844,2.8952,2.9077,2.906,2.9268,2.8869,3.7861,3.8227,3.8592,3.8708,3.8359,4.6695,4.5591,4.6106,4.638,4.677,5.4384,5.5139,5.3014,5.4766,5.4027,6.0138,5.9806,5.9499,6.0213,5.9465
1.9,0.99801,0.99801,0.98804,0.99801,0.99053,1.9661,1.9645,1.9628,1.9553,1.9769,2.867,2.8936,2.8877,2.9093,2.8595,3.7371,3.7836,3.8293,3.8334,3.7853,4.5824,4.4811,4.5309,4.5616,4.6056,5.2997,5.3927,5.1744,5.3545,5.2864,5.8286,5.7971,5.778,5.8618,5.7597
2,0.99635,0.99635,0.9897,0.99801,0.99136,1.962,1.9636,1.9595,1.9528,1.9777,2.8288,2.8653,2.8645,2.8902,2.8446,3.6948,3.738,3.7845,3.7903,3.7346,4.5068,4.3931,4.4313,4.4761,4.5151,5.1793,5.2549,5.034,5.2142,5.1528,5.6103,5.6161,5.5986,5.7207,5.582
2.1,0.99967,0.99718,0.9922,0.99718,0.9897,1.957,1.9503,1.9462,1.947,1.9744,2.8105,2.8346,2.823,2.8587,2.8197,3.6574,3.6857,3.7405,3.7512,3.684,4.4047,4.2884,4.3167,4.398,4.3955,5.039,5.1212,4.873,5.059,5.0017,5.421,5.4318,5.3886,5.5438,5.4259
2.2,0.99801,0.99552,0.99136,0.99552,0.99053,1.9387,1.9412,1.947,1.9387,1.9678,2.7823,2.8205,2.7939,2.8346,2.784,3.591,3.6325,3.6873,3.6898,3.6167,4.3075,4.1996,4.2021,4.2976,4.2876,4.8622,4.9444,4.7235,4.8995,4.8505,5.2175,5.2566,5.1785,5.3404,5.2308
2.3,0.99718,0.9922,0.99053,0.99801,0.9897,1.9205,1.9254,1.9429,1.9271,1.9628,2.7341,2.7823,2.7624,2.8064,2.7333,3.5246,3.5752,3.6333,3.635,3.5404,4.1788,4.0917,4.0925,4.1896,4.1963,4.6936,4.7825,4.5732,4.7426,4.687,5.0365,5.0473,4.9992,5.142,5.0208
2.4,0.99635,0.9922,0.98804,0.99801,0.98887,1.903,1.9155,1.9337,1.9213,1.9495,2.6885,2.7466,2.7217,2.7781,2.6976,3.4681,3.5096,3.5686,3.5852,3.4565,4.0668,3.9945,3.9372,4.056,4.0452,4.5051,4.6181,4.4205,4.5873,4.5184,4.8406,4.829,4.8124,4.9361,4.8472
2.5,0.99469,0.98887,0.98555,0.99801,0.98887,1.8914,1.9005,1.9238,1.9155,1.942,2.6544,2.7084,2.691,2.7524,2.642,3.3984,3.4274,3.5038,3.5022,3.3934,3.914,3.8567,3.8193,3.9289,3.9115,4.354,4.4545,4.2851,4.4503,4.3499,4.6355,4.6197,4.6671,4.7252,4.6521
2.6,0.99469,0.98555,0.98306,0.99635,0.98555,1.8831,1.8848,1.9088,1.8972,1.9379,2.6046,2.6669,2.6594,2.7134,2.6129,3.3004,3.3635,3.4283,3.4092,3.3319,3.7554,3.7438,3.6848,3.7969,3.7811,4.183,4.2851,4.1373,4.2785,4.1656,4.4412,4.4329,4.4794,4.5259,4.4653
2.7,0.98804,0.98389,0.98306,0.99635,0.98472,1.874,1.8682,1.8931,1.8848,1.9196,2.5664,2.6262,2.6054,2.6594,2.5548,3.2199,3.2805,3.3635,3.3153,3.2738,3.6134,3.6018,3.5586,3.6707,3.645,4.0211,4.1473,3.9787,4.1224,4.0277,4.2801,4.2478,4.3017,4.3266,4.271
2.8,0.98887,0.98057,0.98057,0.99635,0.98057,1.8582,1.8466,1.8806,1.874,1.9122,2.5183,2.5764,2.5689,2.5938,2.4983,3.1493,3.1916,3.2763,3.239,3.1974,3.4681,3.4623,3.4299,3.5345,3.5005,3.87,3.9704,3.8177,3.9837,3.8866,4.0925,4.0576,4.1232,4.1539,4.0991
2.9,0.98887,0.97725,0.97974,0.99552,0.97891,1.8391,1.8316,1.8623,1.8682,1.9014,2.4826,2.5232,2.5241,2.5382,2.4485,3.0638,3.1119,3.19,3.1476,3.1177,3.3228,3.3593,3.3037,3.4034,3.3793,3.6956,3.8069,3.6699,3.8393,3.7355,3.9381,3.9057,3.943,3.9655,3.9073
3,0.98638,0.97393,0.97725,0.99635,0.97891,1.8275,1.8092,1.8399,1.8499,1.8756,2.4178,2.4668,2.4626,2.4651,2.3995,2.9683,3.0231,3.0762,3.0621,3.0223,3.1825,3.2439,3.1825,3.2796,3.2572,3.547,3.6649,3.5271,3.7039,3.5927,3.7878,3.7297,3.7695,3.8077,3.7247
3.1,0.98389,0.9731,0.97725,0.99469,0.97642,1.8117,1.7926,1.82,1.8241,1.8499,2.3481,2.4095,2.4278,2.3896,2.3497,2.8778,2.9251,2.9907,2.9865,2.9318,3.0546,3.1269,3.0505,3.1435,3.102,3.41,3.4939,3.3793,3.5628,3.4548,3.6226,3.6001,3.6059,3.6566,3.5528
3.2,0.97974,0.96729,0.97559,0.99303,0.97559,1.7835,1.7768,1.7992,1.7976,1.8241,2.2874,2.358,2.3771,2.3356,2.2949,2.7898,2.8213,2.9135,2.8952,2.8446,2.9284,3.0073,2.9367,3.0247,2.9508,3.2705,3.3959,3.268,3.4058,3.3037,3.4947,3.4366,3.4565,3.5221,3.41
3.3,0.97642,0.96646,0.9731,0.9922,0.97227,1.7735,1.7552,1.7768,1.7743,1.805,2.2243,2.3074,2.3323,2.2758,2.2443,2.6984,2.7375,2.813,2.8246,2.7574,2.779,2.9027,2.8404,2.8927,2.8238,3.1426,3.2614,3.1468,3.2938,3.1568,3.3593,3.2904,3.3386,3.3535,3.2614
3.4,0.97227,0.9648,0.97559,0.9897,0.96978,1.7453,1.7212,1.7511,1.7453,1.7768,2.1554,2.2642,2.28,2.1886,2.1886,2.6079,2.671,2.7001,2.7466,2.6744,2.6777,2.8055,2.7267,2.7881,2.7126,3.0098,3.1227,3.0181,3.1676,3.0604,3.2016,3.1642,3.2116,3.2174,3.1169
3.5,0.96978,0.96314,0.97061,0.99136,0.96812,1.7212,1.6971,1.7278,1.7195,1.7494,2.0956,2.1895,2.2202,2.128,2.1347,2.5116,2.5731,2.6328,2.6652,2.603,2.5598,2.7043,2.6162,2.671,2.5814,2.8927,3.0015,2.8894,3.0173,2.9475,3.0704,3.0181,3.0563,3.0787,2.994
3.6,0.96646,0.95815,0.96729,0.98887,0.96729,1.6896,1.678,1.6971,1.6822,1.717,2.0226,2.1264,2.1679,2.0616,2.0923,2.412,2.4801,2.5531,2.5731,2.5033,2.4485,2.5797,2.4925,2.5714,2.5017,2.7632,2.8786,2.7881,2.8595,2.8213,2.955,2.906,2.9583,2.9508,2.896
3.7,0.96563,0.95566,0.9648,0.98472,0.96397,1.6614,1.6564,1.6647,1.6523,1.683,1.962,2.0674,2.1081,2.0143,2.0417,2.3065,2.3995,2.451,2.4776,2.4078,2.358,2.4801,2.3979,2.4543,2.3912,2.6619,2.7715,2.6951,2.7051,2.7126,2.8288,2.7507,2.8446,2.8122,2.8072
3.8,0.96563,0.95068,0.95981,0.98472,0.9623,1.6182,1.6456,1.6365,1.6332,1.6415,1.9188,2.0101,2.0541,1.9404,1.9811,2.221,2.3273,2.358,2.4004,2.314,2.2816,2.3705,2.3256,2.3813,2.2999,2.5374,2.6561,2.5897,2.5971,2.598,2.7142,2.6536,2.7126,2.6951,2.7126
3.9,0.96563,0.94404,0.954,0.98472,0.9623,1.5892,1.6174,1.6099,1.5892,1.6149,1.8499,1.9528,2.0002,1.8549,1.9337,2.1571,2.2401,2.2816,2.319,2.216,2.1986,2.2833,2.2326,2.2933,2.2077,2.4386,2.5614,2.4618,2.4693,2.495,2.6063,2.554,2.6196,2.5864,2.5922
4,0.9648,0.93906,0.95566,0.98057,0.96064,1.5684,1.5933,1.5775,1.5618,1.5834,1.7976,1.8781,1.9528,1.7893,1.8848,2.0807,2.1563,2.1886,2.2252,2.1264,2.104,2.1828,2.1571,2.2102,2.1363,2.3323,2.4784,2.3705,2.3489,2.4012,2.49,2.4427,2.5116,2.4826,2.4801
4.1,0.95898,0.92992,0.95151,0.97725,0.95566,1.5418,1.5717,1.5485,1.5344,1.5551,1.7536,1.8225,1.8914,1.732,1.8482,2.0118,2.0641,2.1089,2.1438,2.0516,2.0342,2.094,2.0865,2.1214,2.0409,2.2426,2.3688,2.2874,2.2418,2.2916,2.3638,2.3564,2.4145,2.3854,2.373
4.2,0.954,0.92826,0.95317,0.97642,0.95566,1.5194,1.536,1.5186,1.4987,1.5302,1.7029,1.7735,1.8341,1.6888,1.7967,1.9337,1.991,2.0309,2.0691,1.9819,1.9636,2.0168,2.0201,2.0599,1.9595,2.1529,2.2576,2.1978,2.1455,2.2185,2.2659,2.2742,2.3115,2.2966,2.2825
4.3,0.95068,0.92494,0.9457,0.97559,0.95151,1.4887,1.4995,1.4945,1.4721,1.502,1.6498,1.7046,1.7752,1.639,1.7552,1.8507,1.9063,1.9454,1.9902,1.9263,1.8839,1.9362,1.9321,1.9827,1.8906,2.0666,2.1646,2.1056,2.0508,2.1355,2.1878,2.1928,2.2185,2.226,2.2111
4.4,0.95234,0.92743,0.94321,0.96978,0.95317,1.453,1.4688,1.4555,1.4505,1.4596,1.6016,1.6647,1.7237,1.5925,1.693,1.7901,1.8399,1.8939,1.9246,1.8416,1.8291,1.8706,1.8491,1.8947,1.8233,1.9802,2.079,2.0126,1.9686,2.0616,2.0923,2.1147,2.1471,2.1413,2.1322
4.5,0.94653,0.92079,0.93906,0.9648,0.94736,1.414,1.4547,1.4381,1.4198,1.4264,1.5402,1.6108,1.6631,1.5335,1.6448,1.7237,1.7619,1.8441,1.8441,1.7901,1.7511,1.8009,1.781,1.8308,1.7635,1.8914,2.0126,1.9412,1.9047,1.9952,2.0218,2.05,2.0608,2.0516,2.0774
4.6,0.94238,0.91996,0.93574,0.95732,0.95151,1.3874,1.4215,1.4098,1.3858,1.3932,1.4904,1.5501,1.5958,1.4721,1.5792,1.6531,1.6871,1.7934,1.7644,1.7295,1.6946,1.7395,1.7187,1.7702,1.6847,1.805,1.9296,1.8748,1.8466,1.913,1.9487,1.9935,1.9811,1.991,2.0018
4.7,0.93408,0.91,0.93241,0.95483,0.9457,1.3575,1.3999,1.3874,1.36,1.3683,1.4356,1.4829,1.5335,1.4298,1.5394,1.5933,1.6216,1.7129,1.6955,1.673,1.6373,1.693,1.6581,1.7021,1.629,1.7552,1.8557,1.7951,1.7851,1.8482,1.8856,1.9246,1.9014,1.918,1.9288
4.8,0.92826,0.90917,0.93491,0.95566,0.94819,1.3417,1.37,1.37,1.3293,1.3268,1.399,1.4555,1.4846,1.3941,1.4879,1.5394,1.5601,1.6465,1.6315,1.6025,1.5792,1.6348,1.5975,1.6539,1.5618,1.6938,1.7851,1.7444,1.7262,1.7835,1.8117,1.8806,1.8358,1.8324,1.8557
4.9,0.92577,0.8992,0.92909,0.94985,0.94819,1.3152,1.3326,1.3451,1.2977,1.2944,1.3426,1.4107,1.4422,1.3559,1.4406,1.4787,1.5061,1.5975,1.5618,1.5435,1.5501,1.5626,1.551,1.6149,1.5111,1.6249,1.7287,1.6896,1.649,1.7303,1.7743,1.8183,1.7594,1.7843,1.8167
5,0.92411,0.89588,0.93158,0.94487,0.9457,1.282,1.3152,1.3202,1.2695,1.2745,1.2944,1.3559,1.3965,1.3193,1.3949,1.4322,1.4588,1.5402,1.497,1.4929,1.4887,1.5136,1.512,1.5585,1.4746,1.5634,1.6656,1.634,1.5908,1.6888,1.7278,1.7444,1.7021,1.7395,1.7461
